enabled,description,workflow_id,tg_id_usera,timezone,start_time,days_of_week,start_date,end_date,last_started_at,status,time_to_complete_the_procedure,completed
true,Проверить наличие доверенностей и реквизитов получателя (слот 00:53),Test proga,544911412|8041897638,Europe/Kyiv,00:53,1|2|3|4|5|6|7,,,,,,
true,Проверить температуру/условия хранения для спецгруза (слот 00:54),Router_Telegram_Router,544911412,Europe/Kyiv,00:54,1|2|3|4|5|6|7,,,,,,
true,Сверить время прибытия и обновить прогноз по доставке (слот 00:55),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,00:55,1|2|3|4|5|6|7,,,,,,
true,Проверить документы по международной отправке (инвойс/упаковочный) (слот 00:56),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,00:56,1|2|3|4|5|6|7,,,,,,
true,Подготовить задачу на инвентаризацию проблемной номенклатуры (слот 00:57),Test proga,544911412,Europe/Kyiv,00:57,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность штрихкодов и сканов по партиям (слот 00:58),Router_Telegram_Router,8041897638,Europe/Kyiv,00:58,1|2|3|4|5|6|7,,,,,,
true,Сформировать список задач для смены логистов (слот 00:59),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,00:59,1|2|3|4|5|6|7,,,,,,
true,Проверить очередь заявок на экспресс-доставку (слот 01:00),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,01:00,1|2|3|4|5|6|7,,,,,,
true,Сверить возвратные документы и закрыть спорные позиции (слот 01:01),Test proga,8041897638,Europe/Kyiv,01:01,1|2|3|4|5|6|7,,,,,,
true,Проверить сообщения от клиентов и ответить по статусам доставок (слот 01:02),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,01:02,1|2|3|4|5|6|7,,,,,,
true,Сформировать реестр отгрузок и отправить бухгалтерии (слот 01:03),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,01:03,1|2|3|4|5|6|7,,,,,,
true,Проверить входящие заявки на доставку и расставить приоритеты (слот 01:04),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,01:04,1|2|3|4|5|6|7,,,,,,
true,Сверить статусы отгрузок в TMS и обновить таблицу (слот 01:05),Test proga,544911412|8041897638,Europe/Kyiv,01:05,1|2|3|4|5|6|7,,,,,,
true,Созвон с водителем: уточнить ETA и точку разгрузки (слот 01:06),Router_Telegram_Router,544911412,Europe/Kyiv,01:06,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие на складе по заказам на ближайший рейс (слот 01:07),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,01:07,1|2|3|4|5|6|7,,,,,,
true,Подготовить маршрутный лист для курьера по городу (слот 01:08),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,01:08,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность адресов и контактных телефонов получателей (слот 01:09),Test proga,544911412,Europe/Kyiv,01:09,1|2|3|4|5|6|7,,,,,,
true,Согласовать окно доставки с клиентом и зафиксировать в системе (слот 01:10),Router_Telegram_Router,8041897638,Europe/Kyiv,01:10,1|2|3|4|5|6|7,,,,,,
true,Собрать пакет документов: ТТН/накладные/акты (слот 01:11),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,01:11,1|2|3|4|5|6|7,,,,,,
true,Проверить ограничения по габаритам и весу для отправлений (слот 01:12),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,01:12,1|2|3|4|5|6|7,,,,,,
true,Сформировать задачу на печать этикеток и маркировку (слот 01:13),Test proga,8041897638,Europe/Kyiv,01:13,1|2|3|4|5|6|7,,,,,,
true,Проверить очереди на воротах и перераспределить слоты (слот 01:14),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,01:14,1|2|3|4|5|6|7,,,,,,
true,Сверить остатки паллет и запросить пополнение расходников (слот 01:15),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,01:15,1|2|3|4|5|6|7,,,,,,
true,Отправить уведомление клиенту о переносе времени доставки (слот 01:16),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,01:16,1|2|3|4|5|6|7,,,,,,
true,Проверить возвраты и оформить заявку на обратную логистику (слот 01:17),Test proga,544911412|8041897638,Europe/Kyiv,01:17,1|2|3|4|5|6|7,,,,,,
true,Сверить счета перевозчика и подтверждения выполнения рейса (слот 01:18),Router_Telegram_Router,544911412,Europe/Kyiv,01:18,1|2|3|4|5|6|7,,,,,,
true,Проверить ошибки в трекинге и открыть тикет в поддержку (слот 01:19),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,01:19,1|2|3|4|5|6|7,,,,,,
true,Подготовить сводку по отгрузкам за час для руководителя (слот 01:20),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,01:20,1|2|3|4|5|6|7,,,,,,
true,Проверить SLA по срочным заказам и эскалировать риски (слот 01:21),Test proga,544911412,Europe/Kyiv,01:21,1|2|3|4|5|6|7,,,,,,
true,Уточнить готовность склада к отбору и комплектации (слот 01:22),Router_Telegram_Router,8041897638,Europe/Kyiv,01:22,1|2|3|4|5|6|7,,,,,,
true,Перепроверить план загрузки машины и порядок точек (слот 01:23),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,01:23,1|2|3|4|5|6|7,,,,,,
true,Согласовать замену транспорта при поломке/задержке (слот 01:24),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,01:24,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие доверенностей и реквизитов получателя (слот 01:25),Test proga,8041897638,Europe/Kyiv,01:25,1|2|3|4|5|6|7,,,,,,
true,Проверить температуру/условия хранения для спецгруза (слот 01:26),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,01:26,1|2|3|4|5|6|7,,,,,,
true,Сверить время прибытия и обновить прогноз по доставке (слот 01:27),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,01:27,1|2|3|4|5|6|7,,,,,,
true,Проверить документы по международной отправке (инвойс/упаковочный) (слот 01:28),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,01:28,1|2|3|4|5|6|7,,,,,,
true,Подготовить задачу на инвентаризацию проблемной номенклатуры (слот 01:29),Test proga,544911412|8041897638,Europe/Kyiv,01:29,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность штрихкодов и сканов по партиям (слот 01:30),Router_Telegram_Router,544911412,Europe/Kyiv,01:30,1|2|3|4|5|6|7,,,,,,
true,Сформировать список задач для смены логистов (слот 01:31),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,01:31,1|2|3|4|5|6|7,,,,,,
true,Проверить очередь заявок на экспресс-доставку (слот 01:32),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,01:32,1|2|3|4|5|6|7,,,,,,
true,Сверить возвратные документы и закрыть спорные позиции (слот 01:33),Test proga,544911412,Europe/Kyiv,01:33,1|2|3|4|5|6|7,,,,,,
true,Проверить сообщения от клиентов и ответить по статусам доставок (слот 01:34),Router_Telegram_Router,8041897638,Europe/Kyiv,01:34,1|2|3|4|5|6|7,,,,,,
true,Сформировать реестр отгрузок и отправить бухгалтерии (слот 01:35),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,01:35,1|2|3|4|5|6|7,,,,,,
true,Проверить входящие заявки на доставку и расставить приоритеты (слот 01:36),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,01:36,1|2|3|4|5|6|7,,,,,,
true,Сверить статусы отгрузок в TMS и обновить таблицу (слот 01:37),Test proga,8041897638,Europe/Kyiv,01:37,1|2|3|4|5|6|7,,,,,,
true,Созвон с водителем: уточнить ETA и точку разгрузки (слот 01:38),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,01:38,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие на складе по заказам на ближайший рейс (слот 01:39),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,01:39,1|2|3|4|5|6|7,,,,,,
true,Подготовить маршрутный лист для курьера по городу (слот 01:40),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,01:40,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность адресов и контактных телефонов получателей (слот 01:41),Test proga,544911412|8041897638,Europe/Kyiv,01:41,1|2|3|4|5|6|7,,,,,,
true,Согласовать окно доставки с клиентом и зафиксировать в системе (слот 01:42),Router_Telegram_Router,544911412,Europe/Kyiv,01:42,1|2|3|4|5|6|7,,,,,,
true,Собрать пакет документов: ТТН/накладные/акты (слот 01:43),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,01:43,1|2|3|4|5|6|7,,,,,,
true,Проверить ограничения по габаритам и весу для отправлений (слот 01:44),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,01:44,1|2|3|4|5|6|7,,,,,,
true,Сформировать задачу на печать этикеток и маркировку (слот 01:45),Test proga,544911412,Europe/Kyiv,01:45,1|2|3|4|5|6|7,,,,,,
true,Проверить очереди на воротах и перераспределить слоты (слот 01:46),Router_Telegram_Router,8041897638,Europe/Kyiv,01:46,1|2|3|4|5|6|7,,,,,,
true,Сверить остатки паллет и запросить пополнение расходников (слот 01:47),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,01:47,1|2|3|4|5|6|7,,,,,,
true,Отправить уведомление клиенту о переносе времени доставки (слот 01:48),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,01:48,1|2|3|4|5|6|7,,,,,,
true,Проверить возвраты и оформить заявку на обратную логистику (слот 01:49),Test proga,8041897638,Europe/Kyiv,01:49,1|2|3|4|5|6|7,,,,,,
true,Сверить счета перевозчика и подтверждения выполнения рейса (слот 01:50),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,01:50,1|2|3|4|5|6|7,,,,,,
true,Проверить ошибки в трекинге и открыть тикет в поддержку (слот 01:51),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,01:51,1|2|3|4|5|6|7,,,,,,
true,Подготовить сводку по отгрузкам за час для руководителя (слот 01:52),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,01:52,1|2|3|4|5|6|7,,,,,,
true,Проверить SLA по срочным заказам и эскалировать риски (слот 01:53),Test proga,544911412|8041897638,Europe/Kyiv,01:53,1|2|3|4|5|6|7,,,,,,
true,Уточнить готовность склада к отбору и комплектации (слот 01:54),Router_Telegram_Router,544911412,Europe/Kyiv,01:54,1|2|3|4|5|6|7,,,,,,
true,Перепроверить план загрузки машины и порядок точек (слот 01:55),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,01:55,1|2|3|4|5|6|7,,,,,,
true,Согласовать замену транспорта при поломке/задержке (слот 01:56),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,01:56,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие доверенностей и реквизитов получателя (слот 01:57),Test proga,544911412,Europe/Kyiv,01:57,1|2|3|4|5|6|7,,,,,,
true,Проверить температуру/условия хранения для спецгруза (слот 01:58),Router_Telegram_Router,8041897638,Europe/Kyiv,01:58,1|2|3|4|5|6|7,,,,,,
true,Сверить время прибытия и обновить прогноз по доставке (слот 01:59),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,01:59,1|2|3|4|5|6|7,,,,,,
true,Проверить документы по международной отправке (инвойс/упаковочный) (слот 02:00),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,02:00,1|2|3|4|5|6|7,,,,,,
true,Подготовить задачу на инвентаризацию проблемной номенклатуры (слот 02:01),Test proga,8041897638,Europe/Kyiv,02:01,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность штрихкодов и сканов по партиям (слот 02:02),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,02:02,1|2|3|4|5|6|7,,,,,,
true,Сформировать список задач для смены логистов (слот 02:03),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,02:03,1|2|3|4|5|6|7,,,,,,
true,Проверить очередь заявок на экспресс-доставку (слот 02:04),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,02:04,1|2|3|4|5|6|7,,,,,,
true,Сверить возвратные документы и закрыть спорные позиции (слот 02:05),Test proga,544911412|8041897638,Europe/Kyiv,02:05,1|2|3|4|5|6|7,,,,,,
true,Проверить сообщения от клиентов и ответить по статусам доставок (слот 02:06),Router_Telegram_Router,544911412,Europe/Kyiv,02:06,1|2|3|4|5|6|7,,,,,,
true,Сформировать реестр отгрузок и отправить бухгалтерии (слот 02:07),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,02:07,1|2|3|4|5|6|7,,,,,,
true,Проверить входящие заявки на доставку и расставить приоритеты (слот 02:08),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,02:08,1|2|3|4|5|6|7,,,,,,
true,Сверить статусы отгрузок в TMS и обновить таблицу (слот 02:09),Test proga,544911412,Europe/Kyiv,02:09,1|2|3|4|5|6|7,,,,,,
true,Созвон с водителем: уточнить ETA и точку разгрузки (слот 02:10),Router_Telegram_Router,8041897638,Europe/Kyiv,02:10,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие на складе по заказам на ближайший рейс (слот 02:11),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,02:11,1|2|3|4|5|6|7,,,,,,
true,Подготовить маршрутный лист для курьера по городу (слот 02:12),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,02:12,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность адресов и контактных телефонов получателей (слот 02:13),Test proga,8041897638,Europe/Kyiv,02:13,1|2|3|4|5|6|7,,,,,,
true,Согласовать окно доставки с клиентом и зафиксировать в системе (слот 02:14),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,02:14,1|2|3|4|5|6|7,,,,,,
true,Собрать пакет документов: ТТН/накладные/акты (слот 02:15),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,02:15,1|2|3|4|5|6|7,,,,,,
true,Проверить ограничения по габаритам и весу для отправлений (слот 02:16),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,02:16,1|2|3|4|5|6|7,,,,,,
true,Сформировать задачу на печать этикеток и маркировку (слот 02:17),Test proga,544911412|8041897638,Europe/Kyiv,02:17,1|2|3|4|5|6|7,,,,,,
true,Проверить очереди на воротах и перераспределить слоты (слот 02:18),Router_Telegram_Router,544911412,Europe/Kyiv,02:18,1|2|3|4|5|6|7,,,,,,
true,Сверить остатки паллет и запросить пополнение расходников (слот 02:19),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,02:19,1|2|3|4|5|6|7,,,,,,
true,Отправить уведомление клиенту о переносе времени доставки (слот 02:20),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,02:20,1|2|3|4|5|6|7,,,,,,
true,Проверить возвраты и оформить заявку на обратную логистику (слот 02:21),Test proga,544911412,Europe/Kyiv,02:21,1|2|3|4|5|6|7,,,,,,
true,Сверить счета перевозчика и подтверждения выполнения рейса (слот 02:22),Router_Telegram_Router,8041897638,Europe/Kyiv,02:22,1|2|3|4|5|6|7,,,,,,
true,Проверить ошибки в трекинге и открыть тикет в поддержку (слот 02:23),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,02:23,1|2|3|4|5|6|7,,,,,,
true,Подготовить сводку по отгрузкам за час для руководителя (слот 02:24),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,02:24,1|2|3|4|5|6|7,,,,,,
true,Проверить SLA по срочным заказам и эскалировать риски (слот 02:25),Test proga,8041897638,Europe/Kyiv,02:25,1|2|3|4|5|6|7,,,,,,
true,Уточнить готовность склада к отбору и комплектации (слот 02:26),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,02:26,1|2|3|4|5|6|7,,,,,,
true,Перепроверить план загрузки машины и порядок точек (слот 02:27),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,02:27,1|2|3|4|5|6|7,,,,,,
true,Согласовать замену транспорта при поломке/задержке (слот 02:28),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,02:28,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие доверенностей и реквизитов получателя (слот 02:29),Test proga,544911412|8041897638,Europe/Kyiv,02:29,1|2|3|4|5|6|7,,,,,,
true,Проверить температуру/условия хранения для спецгруза (слот 02:30),Router_Telegram_Router,544911412,Europe/Kyiv,02:30,1|2|3|4|5|6|7,,,,,,
true,Сверить время прибытия и обновить прогноз по доставке (слот 02:31),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,02:31,1|2|3|4|5|6|7,,,,,,
true,Проверить документы по международной отправке (инвойс/упаковочный) (слот 02:32),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,02:32,1|2|3|4|5|6|7,,,,,,
true,Подготовить задачу на инвентаризацию проблемной номенклатуры (слот 02:33),Test proga,544911412,Europe/Kyiv,02:33,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность штрихкодов и сканов по партиям (слот 02:34),Router_Telegram_Router,8041897638,Europe/Kyiv,02:34,1|2|3|4|5|6|7,,,,,,
true,Сформировать список задач для смены логистов (слот 02:35),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,02:35,1|2|3|4|5|6|7,,,,,,
true,Проверить очередь заявок на экспресс-доставку (слот 02:36),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,02:36,1|2|3|4|5|6|7,,,,,,
true,Сверить возвратные документы и закрыть спорные позиции (слот 02:37),Test proga,8041897638,Europe/Kyiv,02:37,1|2|3|4|5|6|7,,,,,,
true,Проверить сообщения от клиентов и ответить по статусам доставок (слот 02:38),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,02:38,1|2|3|4|5|6|7,,,,,,
true,Сформировать реестр отгрузок и отправить бухгалтерии (слот 02:39),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,02:39,1|2|3|4|5|6|7,,,,,,
true,Проверить входящие заявки на доставку и расставить приоритеты (слот 02:40),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,02:40,1|2|3|4|5|6|7,,,,,,
true,Сверить статусы отгрузок в TMS и обновить таблицу (слот 02:41),Test proga,544911412|8041897638,Europe/Kyiv,02:41,1|2|3|4|5|6|7,,,,,,
true,Созвон с водителем: уточнить ETA и точку разгрузки (слот 02:42),Router_Telegram_Router,544911412,Europe/Kyiv,02:42,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие на складе по заказам на ближайший рейс (слот 02:43),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,02:43,1|2|3|4|5|6|7,,,,,,
true,Подготовить маршрутный лист для курьера по городу (слот 02:44),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,02:44,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность адресов и контактных телефонов получателей (слот 02:45),Test proga,544911412,Europe/Kyiv,02:45,1|2|3|4|5|6|7,,,,,,
